category,room_count,bathroom_count,size,type,price,city,region,log_price
Villas,3,1,87.0,À Vendre,300000.0,Tunis,Autres villes,5.477121254719663
Appartements,3,3,400.0,À Louer,4000.0,Tunis,La Goulette,3.6020599913279625
Offices,1,1,70.0,À Louer,700.0,Tunis,Le Kram,2.845098040014257
Offices,6,3,340.0,À Louer,4000.0,Tunis,Le Kram,3.6020599913279625
Offices,3,1,80.0,À Louer,1000.0,Tunis,Autres villes,3.0
Appartements,1,1,90.0,À Vendre,700000.0,Tunis,Le Bardo,5.845098040014257
Villas,1,1,70.0,À Louer,600000.0,Tunis,Autres villes,5.778151250383644
Appartements,2,1,200.0,À Louer,70.0,Tunis,Autres villes,1.845098040014257
Appartements,3,1,138.0,À Vendre,245000.0,Tunis,L'aouina,5.389166084364533
Locaux industriels,1,1,50.0,À Louer,2500.0,Tunis,Centre Ville - Lafayette,3.3979400086720375
Offices,4,1,160.0,À Louer,1700.0,Tunis,Centre Urbain Nord,3.230448921378274
Locaux industriels,2,1,180.0,À Louer,3000.0,Tunis,L'aouina,3.4771212547196626
Villas,4,2,200.0,À Louer,1350.0,Tunis,Menzah,3.130333768495006
Appartements,3,2,130.0,À Louer,1500.0,Tunis,L'aouina,3.1760912590556813
Villas,5,2,200.0,À Louer,1650.0,Tunis,La Marsa,3.2174839442139063
Appartements,1,1,60.0,À Louer,800.0,Tunis,Centre Urbain Nord,2.9030899869919438
Appartements,1,1,75.0,À Louer,1100.0,Tunis,La Marsa,3.041392685158225
Appartements,3,1,130.0,À Louer,1600.0,Tunis,Manar,3.2041199826559246
Appartements,2,1,140.0,À Louer,2200.0,Tunis,La Marsa,3.342422680822206
Offices,4,1,170.0,À Louer,900.0,Tunis,Autres villes,2.9542425094393248
Appartements,1,1,60.0,À Louer,550.0,Tunis,Le Bardo,2.7403626894942437
Locaux industriels,2,2,100.0,À Vendre,220000.0,Tunis,La Marsa,5.342422680822207
Vacation Rentals,2,1,60.0,À Louer,150.0,Tunis,La Marsa,2.1760912590556813
Appartements,2,1,77.0,À Vendre,115000.0,Tunis,Le Bardo,5.060697840353612
Appartements,2,1,103.0,À Vendre,155000.0,Tunis,Manar,5.190331698170292
Appartements,3,1,120.0,À Louer,900.0,Tunis,Menzah,2.9542425094393248
Appartements,3,1,124.0,À Vendre,260000.0,Tunis,L'aouina,5.414973347970818
Appartements,1,1,75.0,À Louer,252000.0,Tunis,La Marsa,5.401400540781544
Appartements,2,2,145.0,À Louer,509000.0,Tunis,La Marsa,5.706717782336758
Villas,7,5,442.0,À Vendre,1250000.0,Tunis,Manar,6.096910013008056
Appartements,3,2,240.0,À Vendre,735000.0,Tunis,La Marsa,5.866287339084195
Appartements,2,1,140.0,À Louer,1400.0,Tunis,La Marsa,3.146128035678238
Appartements,2,2,140.0,À Louer,3800.0,Tunis,Carthage,3.57978359661681
Appartements,3,3,165.0,À Louer,2200.0,Tunis,La Marsa,3.342422680822206
Appartements,2,1,100.0,À Louer,1200.0,Tunis,La Marsa,3.0791812460476247
Villas,8,4,652.0,À Louer,6000.0,Tunis,La Marsa,3.7781512503836434
Villas,5,2,120.0,À Louer,1750.0,Tunis,La Marsa,3.2430380486862944
Locaux industriels,1,1,40.0,À Louer,850.0,Tunis,Autres villes,2.929418925714293
Offices,4,1,95.0,À Louer,1200.0,Tunis,Centre Ville - Lafayette,3.0791812460476247
Appartements,3,1,120.0,À Louer,1600.0,Tunis,La Marsa,3.2041199826559246
Offices,2,1,50.0,À Louer,650.0,Tunis,Centre Ville - Lafayette,2.8129133566428557
Villas,3,2,325.0,À Louer,3000.0,Tunis,La Marsa,3.4771212547196626
Appartements,1,1,60.0,À Louer,2000.0,Tunis,La Marsa,3.3010299956639813
Offices,1,1,35.0,À Louer,450.0,Tunis,Centre Ville - Lafayette,2.6532125137753435
Villas,4,2,185.0,À Louer,2200.0,Tunis,La Marsa,3.342422680822206
Offices,3,1,65.0,À Louer,600.0,Tunis,Centre Ville - Lafayette,2.7781512503836434
Appartements,2,1,90.0,À Louer,1800.0,Tunis,L'aouina,3.255272505103306
Locaux industriels,1,1,38.0,À Louer,850.0,Tunis,Centre Ville - Lafayette,2.929418925714293
Vacation Rentals,1,1,55.0,À Louer,90.0,Tunis,L'aouina,1.954242509439325
Villas,2,2,180.0,À Louer,1500.0,Tunis,La Marsa,3.1760912590556813
Locaux industriels,1,1,50.0,À Vendre,15000.0,Tunis,Autres villes,4.176091259055681
Appartements,2,3,153.0,À Louer,1500.0,Tunis,L'aouina,3.1760912590556813
Villas,4,2,240.0,À Vendre,670000.0,Tunis,La Marsa,5.826074802700826
Villas,4,2,220.0,À Louer,2000.0,Tunis,La Marsa,3.3010299956639813
Villas,3,1,150.0,À Louer,700.0,Tunis,Le Bardo,2.845098040014257
Locaux industriels,1,1,180.0,À Louer,900.0,Tunis,L'aouina,2.9542425094393248
Villas,5,1,200.0,À Vendre,385000.0,Tunis,Autres villes,5.585460729508501
Appartements,4,1,150.0,À Louer,700.0,Tunis,Autres villes,2.845098040014257
Locaux industriels,1,1,20.0,À Vendre,8000000.0,Tunis,L'aouina,6.903089986991944
Villas,5,3,1000.0,À Vendre,10000.0,Tunis,Carthage,4.0
Vacation Rentals,2,1,60.0,À Louer,70.0,Tunis,Autres villes,1.845098040014257
Villas,5,3,500.0,À Louer,2000.0,Tunis,Menzah,3.3010299956639813
Appartements,3,1,165.0,À Louer,600.0,Tunis,Cité El Khadra,2.7781512503836434
Appartements,1,1,38.0,À Vendre,72000.0,Tunis,Menzah,4.857332496431268
Appartements,2,1,100.0,À Louer,900.0,Tunis,Menzah,2.9542425094393248
Vacation Rentals,2,1,60.0,À Louer,150.0,Tunis,La Marsa,2.1760912590556813
Appartements,2,1,145.0,À Louer,1500.0,Tunis,Tunis,3.1760912590556813
Offices,1,2,80.0,À Louer,2800.0,Tunis,Sidi Daoud,3.4471580313422194
Villas,4,1,125.0,À Vendre,160000.0,Tunis,Agba,5.204119982655925
Appartements,1,1,67.0,À Vendre,220000.0,Tunis,Le Kram,5.342422680822207
Appartements,1,1,50.0,À Louer,50.0,Tunis,Autres villes,1.6989700043360187
Appartements,2,1,90.0,À Louer,70.0,Tunis,Autres villes,1.845098040014257
Appartements,4,3,225.0,À Vendre,515000.0,Tunis,La Marsa,5.711807229041191
Appartements,2,1,130.0,À Louer,700.0,Tunis,Menzah,2.845098040014257
Villas,3,1,100.0,À Louer,570.0,Tunis,Agba,2.7558748556724915
Appartements,2,2,100.0,À Louer,900.0,Tunis,Menzah,2.9542425094393248
Villas,7,4,490.0,À Vendre,3300000.0,Tunis,Carthage,6.518513939877887
Villas,3,1,235.0,À Louer,2000.0,Tunis,Mutuelleville,3.3010299956639813
Appartements,3,3,182.0,À Vendre,710000.0,Tunis,La Marsa,5.8512583487190755
Appartements,3,3,236.0,À Vendre,630000.0,Tunis,La Marsa,5.799340549453582
Villas,2,1,90.0,À Louer,650.0,Tunis,Centre Ville - Lafayette,2.8129133566428557
Appartements,1,1,66.0,À Vendre,170000.0,Tunis,L'aouina,5.230448921378274
Appartements,3,2,127.0,À Vendre,310000.0,Tunis,L'aouina,5.491361693834273
Locaux industriels,1,1,32.0,À Louer,1700.0,Tunis,Tunis,3.230448921378274
Locaux industriels,2,2,100.0,À Louer,4000.0,Tunis,Tunis,3.6020599913279625
Vacation Rentals,1,1,60.0,À Louer,45.0,Tunis,Autres villes,1.6532125137753437
Appartements,2,1,78.0,À Louer,70.0,Tunis,Tunis,1.845098040014257
Locaux industriels,1,1,20.0,À Vendre,8000000.0,Tunis,L'aouina,6.903089986991944
Appartements,2,1,70.0,À Louer,250.0,Tunis,La Marsa,2.3979400086720375
Appartements,2,1,70.0,À Louer,600.0,Tunis,L'aouina,2.7781512503836434
Appartements,2,1,80.0,À Louer,850.0,Tunis,Menzah,2.929418925714293
Appartements,1,1,50.0,À Louer,300.0,Tunis,Autres villes,2.4771212547196626
Shared Housing,3,1,90.0,À Louer,125.0,Tunis,Autres villes,2.0969100130080562
Villas,2,2,150.0,À Louer,800.0,Tunis,Ettahrir,2.9030899869919438
Appartements,2,1,70.0,À Louer,450.0,Tunis,Autres villes,2.6532125137753435
Locaux industriels,2,1,80.0,À Louer,1100.0,Tunis,Menzah,3.041392685158225
Villas,3,1,150.0,À Louer,150.0,Tunis,L'aouina,2.1760912590556813
Locaux industriels,1,1,35.0,À Louer,400.0,Tunis,Autres villes,2.6020599913279625
Appartements,4,2,100.0,À Vendre,110000.0,Tunis,Autres villes,5.041392685158225
Locaux industriels,8,3,150.0,À Vendre,350000.0,Tunis,La Marsa,5.544068044350276
Locaux industriels,1,1,40.0,À Louer,2500.0,Tunis,Autres villes,3.3979400086720375
Villas,2,1,772.0,À Vendre,1300000.0,Tunis,La Marsa,6.113943352306837
Villas,4,3,600.0,À Louer,3000.0,Tunis,Autres villes,3.4771212547196626
Appartements,1,1,60.0,À Louer,400.0,Tunis,Autres villes,2.6020599913279625
Appartements,3,1,110.0,À Vendre,242000.0,Tunis,Menzah,5.383815365980431
Villas,1,1,100.0,À Louer,130.0,Tunis,Cité El Khadra,2.113943352306837
Offices,3,1,75.0,À Louer,1200.0,Tunis,Menzah,3.0791812460476247
Villas,5,2,300.0,À Vendre,220000.0,Tunis,El Kabaria,5.342422680822207
Locaux industriels,2,2,130.0,À Louer,30.0,Tunis,Autres villes,1.4771212547196624
Appartements,2,1,100.0,À Louer,700.0,Tunis,L'aouina,2.845098040014257
Appartements,3,2,190.0,À Louer,3000.0,Tunis,La Marsa,3.4771212547196626
Villas,1,1,100.0,À Louer,130.0,Tunis,Cité El Khadra,2.113943352306837
Appartements,3,2,175.0,À Vendre,700000.0,Tunis,L'aouina,5.845098040014257
Appartements,2,2,120.0,À Vendre,480000.0,Tunis,L'aouina,5.681241237375588
Appartements,3,1,65.0,À Louer,420.0,Tunis,Autres villes,2.6232492903979003
Appartements,2,1,115.0,À Louer,1000.0,Tunis,Menzah,3.0
Locaux industriels,1,2,80.0,À Vendre,180000.0,Tunis,Sidi El Béchir,5.2552725051033065
Villas,7,7,1000.0,À Louer,10000.0,Tunis,Le Kram,4.0
Appartements,3,1,100.0,À Louer,400.0,Tunis,Autres villes,2.6020599913279625
Appartements,2,1,82.0,À Louer,900.0,Tunis,Menzah,2.9542425094393248
Offices,2,8,370.0,À Louer,6000.0,Tunis,Le Kram,3.7781512503836434
Appartements,2,2,138.0,À Louer,3000.0,Tunis,Le Kram,3.4771212547196626
Appartements,2,2,150.0,À Louer,4500.0,Tunis,Le Kram,3.6532125137753435
Offices,3,2,103.0,À Vendre,435540.0,Tunis,La Marsa,5.639028046786941
Shared Housing,1,1,100.0,À Vendre,800000.0,Tunis,Autres villes,5.903089986991944
Offices,3,2,142.0,À Vendre,699000.0,Tunis,La Marsa,5.8444771757456815
Appartements,2,1,70.0,À Louer,2000.0,Tunis,La Marsa,3.3010299956639813
Offices,3,2,120.0,À Louer,3200.0,Tunis,La Marsa,3.505149978319906
Locaux industriels,2,2,180.0,À Vendre,45000.0,Tunis,Menzah,4.653212513775344
Villas,3,1,240.0,À Vendre,335000.0,Tunis,Le Bardo,5.525044807036846
Locaux industriels,1,1,45.0,À Vendre,500000.0,Tunis,Le Kram,5.698970004336019
Villas,4,1,270.0,À Vendre,180000.0,Tunis,Autres villes,5.2552725051033065
Appartements,1,1,60.0,À Louer,1700.0,Tunis,Carthage,3.230448921378274
Offices,4,2,120.0,À Louer,1800.0,Tunis,La Marsa,3.255272505103306
Appartements,3,1,140.0,À Vendre,340000.0,Tunis,Menzah,5.531478917042255
Appartements,2,1,90.0,À Louer,1800.0,Tunis,L'aouina,3.255272505103306
Appartements,2,2,148.0,À Vendre,700000.0,Tunis,Le Kram,5.845098040014257
Appartements,2,2,138.0,À Vendre,660000.0,Tunis,Le Kram,5.819543935541868
Offices,1,1,200.0,À Louer,986000.0,Tunis,La Marsa,5.993876914941211
Villas,4,2,185.0,À Vendre,320000.0,Tunis,Autres villes,5.505149978319906
Appartements,2,2,280.0,À Vendre,1500000.0,Tunis,Le Kram,6.176091259055681
Appartements,3,3,100.0,À Louer,1400.0,Tunis,La Marsa,3.146128035678238
Appartements,1,1,50.0,À Louer,350.0,Tunis,Le Bardo,2.5440680443502757
Appartements,4,3,237.0,À Louer,3800.0,Tunis,La Marsa,3.57978359661681
Appartements,3,1,90.0,À Vendre,250000.0,Tunis,Autres villes,5.3979400086720375
Offices,8,2,220.0,À Louer,4800.0,Tunis,La Marsa,3.681241237375587
Villas,3,2,140.0,À Louer,650.0,Tunis,La Marsa,2.8129133566428557
Vacation Rentals,2,1,55.0,À Louer,130.0,Tunis,L'aouina,2.113943352306837
Offices,3,1,125.0,À Louer,1700.0,Tunis,La Marsa,3.230448921378274
Offices,4,2,160.0,À Louer,2500.0,Tunis,La Marsa,3.3979400086720375
Locaux industriels,1,1,140.0,À Vendre,220000.0,Tunis,Autres villes,5.342422680822207
Appartements,2,1,55.0,À Vendre,68000.0,Tunis,Autres villes,4.832508912706237
Offices,3,1,120.0,À Louer,1500.0,Tunis,Carthage,3.1760912590556813
Offices,4,1,150.0,À Louer,1800.0,Tunis,Tunis,3.255272505103306
Appartements,2,2,140.0,À Louer,2000.0,Tunis,La Marsa,3.3010299956639813
Appartements,1,1,52.0,À Vendre,180000.0,Tunis,La Marsa,5.2552725051033065
Locaux industriels,3,1,580.0,À Louer,3600.0,Tunis,Centre Ville - Lafayette,3.5563025007672873
Villas,4,2,150.0,À Louer,3500.0,Tunis,Sidi Bou Said,3.5440680443502757
Villas,3,1,250.0,À Louer,5000.0,Tunis,La Marsa,3.6989700043360187
Appartements,3,1,158.0,À Louer,2500.0,Tunis,Sidi Daoud,3.3979400086720375
Appartements,2,1,100.0,À Louer,350.0,Tunis,Autres villes,2.5440680443502757
Appartements,1,1,60.0,À Louer,450.0,Tunis,Tunis,2.6532125137753435
Appartements,3,1,90.0,À Louer,600.0,Tunis,Autres villes,2.7781512503836434
Villas,4,2,250.0,À Louer,1600.0,Tunis,Autres villes,3.2041199826559246
Appartements,1,1,73.0,À Louer,160.0,Tunis,Le Kram,2.2041199826559246
Vacation Rentals,3,2,125.0,À Louer,90.0,Tunis,L'aouina,1.954242509439325
Appartements,1,1,76.0,À Louer,1000.0,Tunis,Carthage,3.0
Locaux industriels,1,1,35.0,À Louer,1200.0,Tunis,L'aouina,3.0791812460476247
Villas,4,1,180.0,À Vendre,50000.0,Tunis,Autres villes,4.698970004336019
Appartements,2,1,90.0,À Louer,1800.0,Tunis,L'aouina,3.255272505103306
Villas,3,1,111.0,À Vendre,130000.0,Tunis,Centre Urbain Nord,5.113943352306837
Villas,4,1,400.0,À Louer,600.0,Tunis,Sidi Hassine,2.7781512503836434
Locaux industriels,1,1,160.0,À Louer,1200.0,Tunis,L'aouina,3.0791812460476247
Appartements,3,1,115.0,À Vendre,250000.0,Tunis,Menzah,5.3979400086720375
Offices,2,1,70.0,À Louer,720.0,Tunis,Centre Ville - Lafayette,2.8573324964312685
Appartements,2,1,100.0,À Louer,900.0,Tunis,Menzah,2.9542425094393248
Appartements,1,1,75.0,À Louer,875.0,Tunis,Menzah,2.942008053022313
Locaux industriels,1,1,63.0,À Louer,3500.0,Tunis,La Marsa,3.5440680443502757
Locaux industriels,1,1,40.0,À Louer,800.0,Tunis,La Marsa,2.9030899869919438
Villas,3,3,300.0,À Louer,6000.0,Tunis,Tunis,3.7781512503836434
Appartements,2,1,60.0,À Vendre,225000.0,Tunis,Centre Urbain Nord,5.352182518111363
Appartements,4,1,200.0,À Louer,2900.0,Tunis,La Marsa,3.462397997898956
Appartements,2,1,65.0,À Louer,430.0,Tunis,Autres villes,2.6334684555795866
Villas,4,3,380.0,À Louer,4000.0,Tunis,Tunis,3.6020599913279625
Appartements,1,1,48.0,À Louer,800.0,Tunis,Manar,2.9030899869919438
Appartements,2,1,120.0,À Louer,2500.0,Tunis,Tunis,3.3979400086720375
Appartements,2,1,80.0,À Louer,550.0,Tunis,Carthage,2.7403626894942437
Appartements,2,1,70.0,À Louer,550.0,Tunis,Tunis,2.7403626894942437
Appartements,2,1,70.0,À Louer,110.0,Tunis,Centre Urbain Nord,2.041392685158225
Appartements,2,1,70.0,À Louer,200.0,Tunis,Manar,2.3010299956639813
Appartements,2,2,118.0,À Vendre,228000.0,Tunis,L'aouina,5.357934847000454
Villas,6,3,250.0,À Louer,4500.0,Tunis,La Marsa,3.6532125137753435
Appartements,1,1,20.0,À Louer,220.0,Tunis,Tunis,2.342422680822206
Villas,3,2,250.0,À Vendre,450000.0,Tunis,Menzah,5.653212513775344
Offices,3,2,133.0,À Vendre,280000.0,Tunis,Tunis,5.447158031342219
Offices,4,2,120.0,À Louer,1700.0,Tunis,Mutuelleville,3.230448921378274
Offices,5,2,190.0,À Louer,3000.0,Tunis,Tunis,3.4771212547196626
Appartements,2,1,83.0,À Louer,1600.0,Tunis,Centre Urbain Nord,3.2041199826559246
Villas,3,2,150.0,À Louer,380.0,Tunis,Ezzouhour,2.57978359661681
Locaux industriels,2,1,50.0,À Louer,25000.0,Tunis,La Marsa,4.3979400086720375
Appartements,2,1,65.0,À Louer,400.0,Tunis,Ezzouhour,2.6020599913279625
Appartements,3,1,80.0,À Louer,550.0,Tunis,Le Bardo,2.7403626894942437
Offices,4,1,110.0,À Louer,1800.0,Tunis,Sidi Bou Said,3.255272505103306
Appartements,3,2,126.0,À Vendre,250000.0,Tunis,L'aouina,5.3979400086720375
Villas,3,1,140.0,À Louer,360.0,Tunis,Autres villes,2.5563025007672873
Appartements,3,1,104.0,À Louer,700.0,Tunis,Autres villes,2.845098040014257
Villas,3,1,124.0,À Vendre,90000.0,Tunis,Autres villes,4.954242509439325
Appartements,2,1,160.0,À Louer,700.0,Tunis,Autres villes,2.845098040014257
Locaux industriels,2,2,60.0,À Vendre,239000.0,Tunis,Manar,5.378397900948138
Locaux industriels,1,1,1000.0,À Louer,3000.0,Tunis,Autres villes,3.4771212547196626
Appartements,3,1,70.0,À Louer,725.0,Tunis,Manar,2.8603380065709936
Appartements,4,1,96.0,À Louer,500.0,Tunis,El Omrane supérieur,2.6989700043360187
Appartements,2,1,85.0,À Vendre,100000.0,Tunis,Autres villes,5.0
Villas,3,1,250.0,À Louer,500.0,Tunis,Autres villes,2.6989700043360187
Appartements,3,1,100.0,À Louer,400.0,Tunis,Autres villes,2.6020599913279625
Appartements,1,1,30.0,À Louer,250.0,Tunis,La Marsa,2.3979400086720375
Villas,4,2,134.0,À Vendre,220000.0,Tunis,Autres villes,5.342422680822207
Locaux industriels,1,1,130.0,À Louer,600.0,Tunis,Autres villes,2.7781512503836434
Offices,1,2,280.0,À Louer,5500.0,Tunis,Menzah,3.7403626894942437
Appartements,1,1,70.0,À Louer,1200.0,Tunis,Autres villes,3.0791812460476247
Offices,4,1,250.0,À Louer,500.0,Tunis,Agba,2.6989700043360187
Villas,3,3,220.0,À Louer,650.0,Tunis,Ezzouhour,2.8129133566428557
Offices,4,1,80.0,À Louer,1000.0,Tunis,Menzah,3.0
Appartements,3,1,99.0,À Louer,1000.0,Tunis,Cité El Khadra,3.0
Shared Housing,2,2,110.0,À Louer,420.0,Tunis,Autres villes,2.6232492903979003
Appartements,3,1,122.0,À Vendre,350000.0,Tunis,Menzah,5.544068044350276
Appartements,2,1,90.0,À Louer,750.0,Tunis,Centre Ville - Lafayette,2.8750612633917
Offices,9,2,700.0,À Louer,17500.0,Tunis,La Marsa,4.243038048686294
Offices,5,2,170.0,À Louer,4250.0,Tunis,La Marsa,3.6283889300503116
Villas,3,2,350.0,À Louer,900.0,Tunis,La Marsa,2.9542425094393248
Villas,4,2,200.0,À Louer,1250.0,Tunis,L'aouina,3.0969100130080562
Villas,8,2,340.0,À Vendre,600000.0,Tunis,Carthage,5.778151250383644
Appartements,2,2,167.0,À Vendre,448000.0,Tunis,La Marsa,5.6512780139981444
Villas,3,1,150.0,À Louer,1500.0,Tunis,L'aouina,3.1760912590556813
Appartements,2,2,136.0,À Vendre,375000.0,Tunis,La Marsa,5.574031267727719
Villas,4,1,170.0,À Louer,900.0,Tunis,Menzah,2.9542425094393248
Appartements,2,1,70.0,À Louer,320.0,Tunis,Sidi El Béchir,2.505149978319906
Appartements,2,1,20.0,À Louer,320.0,Tunis,Le Bardo,2.505149978319906
Offices,2,1,56.0,À Louer,1200.0,Tunis,Centre Urbain Nord,3.0791812460476247
Appartements,2,1,100.0,À Louer,1500.0,Tunis,La Marsa,3.1760912590556813
Offices,3,1,70.0,À Louer,1500.0,Tunis,Centre Urbain Nord,3.1760912590556813
Offices,4,4,785.0,À Louer,16375.0,Tunis,La Marsa,4.214181308663821
Offices,2,1,56.0,À Louer,1200.0,Tunis,Centre Urbain Nord,3.0791812460476247
Locaux industriels,1,1,140.0,À Louer,13500.0,Tunis,Tunis,4.1303337684950066
Offices,2,1,60.0,À Louer,550.0,Tunis,Centre Ville - Lafayette,2.7403626894942437
Offices,5,1,150.0,À Louer,1500.0,Tunis,Autres villes,3.1760912590556813
Offices,2,1,80.0,À Louer,700.0,Tunis,Le Bardo,2.845098040014257
Appartements,3,3,236.0,À Vendre,625000.0,Tunis,La Marsa,5.795880017344075
Offices,4,1,150.0,À Louer,2400.0,Tunis,La Marsa,3.380211241711606
Offices,4,1,109.0,À Vendre,290000.0,Tunis,Tunis,5.4623979978989565
Villas,6,3,500.0,À Vendre,730000.0,Tunis,L'aouina,5.863322860120456
Appartements,1,1,75.0,À Louer,570.0,Tunis,Le Bardo,2.7558748556724915
Offices,6,1,320.0,À Louer,5500.0,Tunis,Centre Urbain Nord,3.7403626894942437
Villas,5,2,90.0,À Vendre,150000.0,Tunis,El Kabaria,5.176091259055681
Appartements,1,1,70.0,À Louer,850.0,Tunis,Sidi Daoud,2.929418925714293
Appartements,3,1,181.0,À Vendre,350000.0,Tunis,Menzah,5.544068044350276
Appartements,3,1,100.0,À Louer,1900.0,Tunis,Sidi Bou Said,3.278753600952829
Villas,4,2,475.0,À Vendre,930000.0,Tunis,Menzah,5.968482948553935
Villas,5,2,307.0,À Vendre,550000.0,Tunis,Menzah,5.740362689494244
Offices,10,2,550.0,À Louer,7500.0,Tunis,Tunis,3.8750612633917
Villas,2,1,120.0,À Vendre,180000.0,Tunis,Autres villes,5.2552725051033065
Appartements,1,1,50.0,À Louer,550.0,Tunis,La Marsa,2.7403626894942437
Locaux industriels,1,1,120.0,À Louer,1800.0,Tunis,Tunis,3.255272505103306
Locaux industriels,1,1,90.0,À Vendre,100000.0,Tunis,Le Bardo,5.0
Appartements,3,2,150.0,À Louer,2500.0,Tunis,La Marsa,3.3979400086720375
Offices,6,2,150.0,À Vendre,480000.0,Tunis,La Marsa,5.681241237375588
Offices,1,1,115.0,À Louer,2700.0,Tunis,La Marsa,3.4313637641589874
Villas,4,2,285.0,À Louer,1450.0,Tunis,Manar,3.161368002234975
Villas,3,2,256.0,À Vendre,100000.0,Tunis,Autres villes,5.0
Villas,3,1,150.0,À Louer,400.0,Tunis,L'aouina,2.6020599913279625
Villas,4,2,190.0,À Louer,2200.0,Tunis,La Marsa,3.342422680822206
Appartements,1,1,70.0,À Louer,2500.0,Tunis,L'aouina,3.3979400086720375
Appartements,1,1,50.0,À Louer,350.0,Tunis,Le Bardo,2.5440680443502757
Appartements,3,2,143.0,À Vendre,287000.0,Tunis,L'aouina,5.457881896733992
Appartements,2,1,100.0,À Louer,110.0,Tunis,L'aouina,2.041392685158225
Appartements,2,1,65.0,À Louer,430.0,Tunis,Autres villes,2.6334684555795866
Locaux industriels,1,1,60.0,À Louer,2500.0,Tunis,Menzah,3.3979400086720375
Locaux industriels,1,1,70.0,À Vendre,55000.0,Tunis,Le Bardo,4.740362689494244
Offices,3,2,180.0,À Louer,11111.0,Tunis,Centre Urbain Nord,4.045753147594141
Appartements,3,2,160.0,À Vendre,560000.0,Tunis,Tunis,5.748188027006201
Appartements,2,2,150.0,À Louer,1700.0,Tunis,L'aouina,3.230448921378274
Appartements,2,2,151.0,À Vendre,370000.0,Tunis,Tunis,5.568201724066995
Villas,2,1,109.0,À Vendre,190000.0,Tunis,Autres villes,5.278753600952829
Villas,3,1,100.0,À Vendre,95000.0,Tunis,Autres villes,4.977723605288848
Appartements,3,3,155.0,À Vendre,450000.0,Tunis,Sidi Daoud,5.653212513775344
Appartements,3,3,159.0,À Vendre,435000.0,Tunis,Carthage,5.638489256954637
Appartements,3,3,151.0,À Louer,2200.0,Tunis,La Marsa,3.342422680822206
Villas,3,2,270.0,À Vendre,360000.0,Tunis,La Marsa,5.556302500767287
Villas,5,2,480.0,À Vendre,1330000.0,Tunis,Menzah,6.123851640967086
Appartements,1,1,70.0,À Vendre,210000.0,Tunis,Tunis,5.3222192947339195
Appartements,4,3,202.0,À Vendre,450000.0,Tunis,Tunis,5.653212513775344
Locaux industriels,1,1,42.0,À Vendre,90000.0,Tunis,Tunis,4.954242509439325
Offices,1,4,270.0,À Louer,7500.0,Tunis,Tunis,3.8750612633917
Appartements,3,3,150.0,À Louer,1700.0,Tunis,Le Kram,3.230448921378274
Locaux industriels,1,1,42.0,À Vendre,450000.0,Tunis,Tunis,5.653212513775344
Appartements,3,2,140.0,À Louer,1200.0,Tunis,La Marsa,3.0791812460476247
Villas,4,1,150.0,À Vendre,750000.0,Tunis,El Ouardia,5.8750612633917
Shared Housing,3,2,100.0,À Louer,150.0,Tunis,El Omrane supérieur,2.1760912590556813
Offices,1,1,30.0,À Louer,780.0,Tunis,Cité Olympique,2.8920946026904804
Villas,3,1,220.0,À Vendre,150000.0,Tunis,Hraïria,5.176091259055681
Villas,3,2,350.0,À Louer,3500.0,Tunis,La Marsa,3.5440680443502757
Appartements,2,1,90.0,À Louer,750.0,Tunis,La Marsa,2.8750612633917
Appartements,3,2,127.0,À Vendre,235000.0,Tunis,L'aouina,5.371067862271736
Locaux industriels,1,1,25.0,À Louer,400.0,Tunis,Autres villes,2.6020599913279625
Appartements,2,1,80.0,À Vendre,155000.0,Tunis,Menzah,5.190331698170292
Appartements,1,1,65.0,À Louer,100.0,Tunis,Centre Urbain Nord,2.0
Appartements,3,2,120.0,À Louer,110.0,Tunis,L'aouina,2.041392685158225
Appartements,2,1,120.0,À Louer,900.0,Tunis,Autres villes,2.9542425094393248
Appartements,1,1,55.0,À Louer,500.0,Tunis,Menzah,2.6989700043360187
Offices,4,1,200.0,À Louer,1800.0,Tunis,Manar,3.255272505103306
Appartements,1,1,85.0,À Louer,1100.0,Tunis,Le Kram,3.041392685158225
Appartements,2,1,150.0,À Louer,1000.0,Tunis,Tunis,3.0
Shared Housing,3,1,120.0,À Louer,220.0,Tunis,Centre Ville - Lafayette,2.342422680822206
Appartements,2,2,132.0,À Louer,500.0,Tunis,Centre Urbain Nord,2.6989700043360187
Appartements,1,1,60.0,À Vendre,135000.0,Tunis,L'aouina,5.1303337684950066
Appartements,1,1,120.0,À Louer,2000.0,Tunis,La Marsa,3.3010299956639813
Appartements,2,1,105.0,À Vendre,230000.0,Tunis,L'aouina,5.361727836017593
Appartements,2,1,132.0,À Louer,130.0,Tunis,Autres villes,2.113943352306837
Villas,2,1,150.0,À Louer,450.0,Tunis,L'aouina,2.6532125137753435
Appartements,1,1,73.0,À Louer,825.0,Tunis,Menzah,2.916453948549925
Villas,4,3,500.0,À Louer,7500.0,Tunis,La Marsa,3.8750612633917
Locaux industriels,1,1,40.0,À Vendre,30000.0,Tunis,Menzah,4.477121254719663
Appartements,4,1,150.0,À Vendre,255000.0,Tunis,Menzah,5.4065401804339555
Appartements,2,1,75.0,À Louer,850.0,Tunis,Menzah,2.929418925714293
Appartements,2,1,70.0,À Louer,1500.0,Tunis,L'aouina,3.1760912590556813
Appartements,1,1,50.0,À Louer,450.0,Tunis,Tunis,2.6532125137753435
